설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,휴지통종류,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
사가정로51길 (10),서울특별시,중랑구,서울특별시 중랑구 사가정로51길,,37.58234425,127.0879116,사가정 먹자골목 주변,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
사가정로51길 (9),서울특별시,중랑구,서울특별시 중랑구 사가정로51길,,37.58234425,127.0879116,사가정 먹자골목 주변,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
사가정로51길 (8),서울특별시,중랑구,서울특별시 중랑구 사가정로51길,,37.58234425,127.0879116,사가정 먹자골목 주변,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
사가정로51길 (7),서울특별시,중랑구,서울특별시 중랑구 사가정로51길,,37.58234425,127.0879116,사가정 먹자골목 주변,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
사가정로51길 (6),서울특별시,중랑구,서울특별시 중랑구 사가정로51길,,37.58234425,127.0879116,사가정 먹자골목 주변,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
사가정로51길 (5),서울특별시,중랑구,서울특별시 중랑구 사가정로51길,,37.58234425,127.0879116,사가정 먹자골목 주변,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
사가정로51길 (4),서울특별시,중랑구,서울특별시 중랑구 사가정로51길,,37.58234425,127.0879116,사가정 먹자골목 주변,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
사가정로51길 (3),서울특별시,중랑구,서울특별시 중랑구 사가정로51길,,37.58234425,127.0879116,사가정 먹자골목 주변,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
사가정로51길 (2),서울특별시,중랑구,서울특별시 중랑구 사가정로51길,,37.58234425,127.0879116,사가정 먹자골목 주변,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
사가정로51길 (1),서울특별시,중랑구,서울특별시 중랑구 사가정로51길,,37.58234425,127.0879116,사가정 먹자골목 주변,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
사가정로49길 56,서울특별시,중랑구,서울특별시 중랑구 사가정로49길 56,서울특별시 중랑구 면목동 570,37.58350833,127.086969,까치어린이 공원 앞,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
사가정로49길 56,서울특별시,중랑구,서울특별시 중랑구 사가정로49길 56,서울특별시 중랑구 면목동 570,37.58350833,127.086969,녹색병원 정문 앞,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
면목동 396-1,서울특별시,중랑구,,서울특별시 중랑구 면목동 396-1,37.5909884,127.0755544,7호선 사가정역 1번 출구 앞,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
겸재로 120-1,서울특별시,중랑구,서울특별시 중랑구 겸재로 120-1,서울특별시 중랑구 면목동 150-16,37.58672569,127.0812344,브랜드호프 앞,일반쓰레기,서울특별시 중랑구청,02-2094-1958,2025-08-25,3060000,서울특별시 중랑구
사상구장애인복지관 앞,부산광역시,사상구,부산광역시 사상구 모라로192번길 21,부산광역시 사상구 모라동 75-9,35.1848992,129.0009312,,일반쓰레기+재활용쓰,부산광역시 사상구청,051-310-4336,2025-08-25,3390000,부산광역시 사상구
사상구청 앞 버스정류소,부산광역시,사상구,부산광역시 사상구 학감대로 242,부산광역시 사상구 감전동138-8,35.15255072,128.9914561,,일반쓰레기+재활용쓰,부산광역시 사상구청,051-310-4336,2025-08-25,3390000,부산광역시 사상구
진각종 앞 달빛공원,서울특별시,성북구,,서울특별시 성북구 하월곡동22-13,37.60416814,127.042325,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
주신공인중개사사무소 앞,서울특별시,성북구,서울특별시 성북구 동소문로 305-1,서울특별시 성북구 길음동 510-173,37.607487,127.0283683,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
국수나무 길음점 앞,서울특별시,성북구,서울특별시 성북구 길음로 74,서울특별시 성북구 길음동 1282,37.60928966,127.0210339,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
돈암시장 버스정류장(08-934),서울특별시,성북구,서울특별시 성북구 보문로 39길 4,서울특별시 성북구 동소문동3가 82,37.59143108,127.0132624,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
삼선동주민센터 버스정류장(08-997),서울특별시,성북구,서울특별시 성북구 보문로 192,서울특별시 성북구 삼선동4가 349-1,37.59086591,127.0146551,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
삼선동주민센터 버스정류장(08-176),서울특별시,성북구,서울특별시 성북구 보문로 190,서울특별시 성북구 삼선동4가 349-1,37.59086591,127.0146551,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
보문동성당 버스정류장(08-182),서울특별시,성북구,서울특별시 성북구 보문로 78,서울특별시 성북구 보문동4가 77-2,37.58228095,127.0213065,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
조양주택 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 오관리 556-2,36.59437926,126.6663975,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
오관리 877번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 오관리 877,36.60330902,126.6594567,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
내법리 430-1번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 내법리430-1,36.61701642,126.6697058,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
고암리 907-3번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 고암리907-3,36.59868139,126.6715522,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
옥암리 899-18번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 옥암리899-18,36.59612806,126.6577392,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
오관리 595-2번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 오관리595-2,36.59814721,126.6587952,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
오관리 472-1번지 앞,충청남도,홍성군,,충청남도 홍성군 홍성읍 오관리472-1,36.59771,126.663,,재활용쓰레기,충청남도 홍성군,041-630-1350,2025-08-29,4600000,충청남도 홍성군
군포보훈회관 맞은편 버스정류소,경기도,군포시,경기도 군포시 산본천로 111,,37.3646456,126.9342455,보훈회관 맞은편,일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
용호고등학교 맞은편 버스정류소,경기도,군포시,경기도 군포시 용호2로 10,경기도 군포시 당동 976,37.34225732,126.9382071,용호고등학교 맞은편 버스정류소(26168),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
군포시보건소 버스정류소,경기도,군포시,"경기도 군포시 군포로 211, (군포시보건소 버스정류소)",,37.33252109,126.9251121,군포시보건소 버스정류소(26182),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
오금동우체국 앞,경기도,군포시,"경기도 군포시 번영로 382, (오금동우체국 앞)",,37.34945226,126.9259671,오금동우체국 앞,일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
산본래미안 아파트 버스정류소,경기도,군포시,경기도 군포시 금산로 91,경기도 군포시 산본동 1256,37.36808061,126.9366772,산본래미안 아파트 버스정류소(26066),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
산본천로 224-1 버스정류소,경기도,군포시,"경기도 군포시 산본천로 224-1, (버스정류소)",,37.37161944,126.9421677,버스정류소 (26098),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
수리산역 1번 출구 앞 버스정류소,경기도,군포시,경기도 군포시 번영로 385,경기도 군포시 산본동 1235,37.35112222,126.9261472,수리산역 1번 출구 앞 버스정류소(26018),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
당정역 2번 출구 앞 버스정류소,경기도,군포시,경기도 군포시 당정역로4번길 20,경기도 군포시 당정동 1027,37.34291703,126.9504755,당정역 2번 출구 앞 버스정류소(26294),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
당정역 3번 출구 앞 버스정류소,경기도,군포시,경기도 군포시 용호2로54번길 40,경기도 군포시 당정동 753,37.34421631,126.9479349,당정역 3번 출구 앞 버스정류소(26222),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
군포역 1번 출구 앞 택시승강장 부근,경기도,군포시,"경기도 군포시 군포로534번길 19, (군포역 1번 출구 앞 택시승강장 부근)",,37.35374466,126.9477314,군포역 1번 출구 앞 택시승강장 부근,일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
군포로 524,경기도,군포시,경기도 군포시 군포로 524,,37.35281178,126.9458221,버스정류소 (26128),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
고산로 262(새마을금고 앞),경기도,군포시,"경기도 군포시 고산로 262, (새마을금고 앞)",,37.34676637,126.9436033,새마을금고 앞,일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
군포시청 건너편 버스정류소,경기도,군포시,"경기도 군포시 산본로 339, (군포시청 건너편 버스정류소)",,37.36060833,126.9325882,군포시청 건너편 버스정류소(26049),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
군포우체국 앞8,경기도,군포시,"경기도 군포시 산본로 328, (군포우체국 앞)",,37.36019036,126.9340594,군포우체국 앞,일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
금정역 6번 출구앞 버스정류소,경기도,군포시,"경기도 군포시 산본천로 227-2, (금정역 6번 출구앞 버스정류소)",경기도 군포시 산본동 103-28,37.37213688,126.9421274,금정역 6번 출구앞 버스정류소(26167),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
금정역 4번 출구 앞 버스정류소,경기도,군포시,경기도 군포시 군포로735번길 4,경기도 군포시 금정동 27-6,37.37076562,126.9436132,금정역 4번 출구 앞 버스정류소(26111),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
산본역 4번 출구 앞 버스정류소,경기도,군포시,경기도 군포시 번영로 502,경기도 군포시 금정동 894,37.357707,126.933118,산본역 4번 출구 앞 버스정류소(26054),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
산본역 3번 출구 앞 버스정류소,경기도,군포시,경기도 군포시 번영로 497,경기도 군포시 산본동 1179,37.35805724,126.9322603,산본역 3번 출구 앞 버스정류소(26046),일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
산본로323번길 16-26(중앙분수대 옆 벤치),경기도,군포시,경기도 군포시 산본로323번길 16-26(중앙분수대 옆 벤치),,37.35998048,126.9317825,중앙분수대 옆 벤치,일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
광정로 60(흡연부스 옆),경기도,군포시,경기도 군포시 광정로 60(흡연부스 옆),,37.35872074,126.9308199,흡연부스 옆,일반쓰레기+재활용쓰,경기도 군포시청,031-390-0353,2025-09-05,4020000,경기도 군포시
가야면_야천리(재활용 동네마당)_1,경상남도,합천군,,경상남도 합천군 가야면 야천리 465-5,35.7627806,128.1394531,,재활용쓰레기,경상남도 합천군청,055-930-3304,2025-07-24,5480000,경상남도 합천군
가야면_매화리(재활용 동네마당)_1,경상남도,합천군,,경상남도 합천군 가야면 매화리 304-2,35.7343862,128.1248001,매화2구,재활용쓰레기,경상남도 합천군청,055-930-3304,2025-07-24,5480000,경상남도 합천군
도로변(구로동로 13),서울특별시,구로구,서울특별시 구로구 구로동로 13,서울특별시 구로구 가리봉동 121-30,37.48289633,126.8868871,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26,3160000,서울특별시 구로구
동소문로20길 43 앞 인도,서울특별시,성북구,서울특별시 성북구 동소문로20길 43,서울특별시 성북구 동선동1가 46-2,37.59065915,127.0170249,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
보문로34길 88 앞 인도,서울특별시,성북구,서울특별시 성북구 보문로34길 88,서울특별시 성북구 동선동2가 154,37.59125877,127.0201498,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
삼선시장 버스정류장(08535),서울특별시,성북구,서울특별시 성북구 삼선교로 29,서울특별시 성북구 삼선동2가 105,37.58824221,127.0092204,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
성북구청 버스정류장(08177),서울특별시,성북구,서울특별시 성북구 보문로 151,서울특별시 성북구 삼선동5가 297,37.58816492,127.0172891,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
성북구청 버스정류장(08178),서울특별시,성북구,서울특별시 성북구 보문로 156-1,서울특별시 성북구 삼선동5가 326,37.58869751,127.0172939,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
보문역 버스정류장(08295),서울특별시,성북구,,서울특별시 성북구 보문동1가 178-1,37.58550482,127.0201945,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
보문역 버스정류장(08296),서울특별시,성북구,,서울특별시 성북구 보문동1가 109-3,37.5856381,127.0200081,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
고대병원 버스정류장,서울특별시,성북구,서울특별시 성북구 고려대로 73,서울특별시 성북구 안암동5가 126-1,37.58711097,127.0263572,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
성북 우체국 앞 인도,서울특별시,성북구,서울특별시 성북구 동소문로 310,서울특별시 성북구 하월곡동 88-3,37.60731274,127.0293121,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
칠곡경북대병원정문 건너 버스정류장,대구광역시,북구,대구광역시 북구 칠곡중앙대로136길 90,대구광역시 북구 학정동 515-3,35.95526718,128.5626769,,일반쓰레기,대구광역시 북구 자원순환과,053-665-2498,2025-07-23,3450000,대구광역시 북구
학정청아람 건너 버스정류장,대구광역시,북구,대구광역시 북구 학정로 553 (학정동),대구광역시 북구 학정동 922-3,35.95406761,128.5654001,,일반쓰레기,대구광역시 북구 자원순환과,053-665-2498,2025-07-23,3450000,대구광역시 북구
경대북문 앞 버스정류장,대구광역시,북구,대구광역시 북구 대학로 80,대구광역시 북구 산격동 1370-1,35.88909749,128.6143223,,일반쓰레기,대구광역시 북구 자원순환과,053-665-2498,2025-07-23,3450000,대구광역시 북구
북부도서관 버스정류장,대구광역시,북구,대구광역시 북구 옥산로 75,대구광역시 북구 침산동 447-10,35.88512411,128.5838427,,일반쓰레기,대구광역시 북구 자원순환과,053-665-2498,2025-07-23,3450000,대구광역시 북구
구일우성아파트(2),서울특별시,구로구,서울특별시 구로구 구일로8길 31,서울특별시 구로구 구로동 1058,37.49517251,126.8726762,,일반쓰레기,서울특별시 구로구청 청소행정과,02-860-2918,2024-12-26,3160000,서울특별시 구로구
성북구청 바람마당,서울특별시,성북구,서울특별시 성북구 보문로 168,서울특별시 성북구 삼선동5가 411,37.58946842,127.0168218,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
힐스테이트 입구 버스 정류장,서울특별시,성북구,서울특별시 성북구 동소문로 298,서울특별시 성북구 하월곡동 88-485,37.60650703,127.0282193,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
아리랑호텔 동대문 앞 버스정류장(08270),서울특별시,성북구,서울특별시 성북구 아리랑로 10,서울특별시 성북구 동선동4가 38,37.59377027,127.016453,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
길음뉴타운 우리은행 앞 버스정류장(08545),서울특별시,성북구,,서울특별시 성북구 길음동 559-1,37.60544504,127.0222217,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
길음뉴타운 8단지 앞,서울특별시,성북구,서울특별시 성북구 길음로 33,서울특별시 성북구 길음동 1284,37.60504925,127.0220094,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
코오롱 하늘채 아파트 앞 버스정류장(08200),서울특별시,성북구,,서울특별시 성북구 장위동 310-25,37.61903401,127.0456148,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
롯데캐슬 아파트 건너편 버스정류장,서울특별시,성북구,서울특별시 성북구 서경로 63,서울특별시 성북구 정릉동 192-152,37.60905769,127.0153655,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
삼덕단지 버스정류장 앞,서울특별시,성북구,서울특별시 성북구 솔샘로 32,서울특별시 성북구 정릉동 704-23,37.61039477,127.005287,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
시온아트빌 앞,서울특별시,성북구,서울특별시 성북구 한천로 518,서울특별시 성북구 석관동 92-2,37.60670448,127.0664361,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
장위래미안퍼스트하이 상가 앞,서울특별시,성북구,서울특별시 성북구 한천로 713,서울특별시 성북구 장위동 320,37.62005567,127.0514349,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
래미안장위포레카운티아파트 110동 외부 쉼터,서울특별시,성북구,서울특별시 성북구 장월로 160,서울특별시 성북구 장위동 322,37.61800248,127.0533081,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
"꿈의숲아이파크아파트 702동, 703동 사이 외부 인도",서울특별시,성북구,서울특별시 성북구 돌곶이로40길 46,서울특별시 성북구 장위동 323,37.61866075,127.0489591,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
북한산보국문역 1번출구,서울특별시,성북구,서울특별시 성북구 보국문로22길 8,서울특별시 성북구 정릉동 289-38,37.61211271,127.0085918,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
래미안라센트아파트 103동 외부 서울자전거 따릉이 대여소,서울특별시,성북구,서울특별시 성북구 종암로24가길 80,서울특별시 성북구 종암동 134,37.59937311,127.0392269,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
월곡역 교통섬,서울특별시,성북구,,서울특별시 성북구 하월곡동 35-1,37.60142105,127.0411848,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
문화공간 이육사 앞 공원,서울특별시,성북구,서울특별시 성북구 종암로21가길 36-1,서울특별시 성북구 종암동 65-13,37.59815179,127.03261,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
정릉2동주민센터 버스정류장(08-118),서울특별시,성북구,,서울특별시 성북구 정릉동 164-51,37.6050398,127.0113564,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
서울·성북 미디어문화마루 앞,서울특별시,성북구,서울특별시 성북구 길음로7길 20,서울특별시 성북구 길음동 1286-8,37.60375093,127.0224636,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
성북구청 바람마당,서울특별시,성북구,서울특별시 성북구 보문로168,서울특별시 성북구 삼선동5가 411,37.58946842,127.0168218,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
장곡초교사거리 버스정류장(08-222),서울특별시,성북구,서울특별시 성북구 장월로29길 9,서울특별시 성북구 장위동 206-3,37.61769896,127.0498021,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
숭덕초교 버스정류장(08-257),서울특별시,성북구,서울특별시 성북구 정릉로 279,서울특별시 성북구 정릉동 160-1,37.6038198,127.013291,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
숭례초교 버스정류장(08-154),서울특별시,성북구,서울특별시 성북구 종암로5길 14,서울특별시 성북구 종암동 22-1,37.59452119,127.0352972,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
석계역 4번 출구,서울특별시,성북구,,서울특별시 성북구 석관동 375-46,37.6148489,127.0668471,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
솔샘사거리 버스정류장(08-324),서울특별시,성북구,서울특별시 성북구 보국문로 101,서울특별시 성북구 정릉동 295-11,37.61289493,127.0070579,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
KT월곡지사 버스정류장(08-128),서울특별시,성북구,,서울특별시 성북구 종암동 90-21,37.60243467,127.034667,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
석관동코오롱아파트 버스정류장(08-197),서울특별시,성북구,,서울특별시 성북구 석관동 43-1,37.60620572,127.0664368,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
종암SK아파트 버스정류장(08-130),서울특별시,성북구,,서울특별시 성북구 종암동 115-152,37.60203491,127.0374768,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
배스킨라빈스 앞,서울특별시,성북구,서울특별시 성북구 보문로 113,서울특별시 성북구 보문동2가 134,37.58504462,127.0192999,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
명쭈3 앞,서울특별시,성북구,서울특별시 성북구 아리랑로 26-1,서울특별시 성북구 동선동5가 26,37.59507885,127.016162,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
한국과학기술연구원입구 버스정류장(08-135),서울특별시,성북구,,서울특별시 성북구 하월곡동 1-12,37.60554551,127.0474239,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
돈암2동주민센터입구.흥천사 버스정류장(08-268),서울특별시,성북구,서울특별시 성북구 동소문로23길 73,서울특별시 성북구 동선동5가 141-6,37.59639551,127.0157506,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
석계역 버스정류장(08-147),서울특별시,성북구,,서울특별시 성북구 석관동 375-14,37.61509454,127.0667187,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
성가복지병원 버스정류장(08-148),서울특별시,성북구,,서울특별시 성북구 하월곡동 88-5,37.60493587,127.0316201,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
생명의전화 버스정류장(08-290),서울특별시,성북구,서울특별시 성북구 오패산로 22,서울특별시 성북구 하월곡동 62-4,37.60422016,127.0376844,,재활용쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
정릉입구 버스정류장(08-264),서울특별시,성북구,서울특별시 성북구 정릉로 272-8,서울특별시 성북구 정릉동 139-56,37.60291849,127.0136887,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
정릉입구 버스정류장(08-263),서울특별시,성북구,,서울특별시 성북구 정릉동 967-20,37.60244138,127.0134197,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
삼선교.성북문화원 버스정류장(08-237),서울특별시,성북구,서울특별시 성북구 성북로 14,서울특별시 성북구 성북동1가 50-4,37.58947034,127.00522,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
청진동해장국 앞,서울특별시,성북구,서울특별시 성북구 종암로 54,서울특별시 성북구 종암동 10-178,37.59502982,127.0361993,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
종암동주민센터 버스정류장(08-152),서울특별시,성북구,서울특별시 성북구 종암로 103,서울특별시 성북구 종암동 87-6,37.59933907,127.0340484,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
정릉길음시장 버스정류장(08-121),서울특별시,성북구,서울특별시 성북구 정릉로 324,서울특별시 성북구 정릉동 16-170,37.60212379,127.0191517,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
월곡역 2번출구,서울특별시,성북구,서울특별시 성북구 화랑로 79,서울특별시 성북구 하월곡동 27-117,37.60249259,127.0411515,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
길음뉴타운 버스정류장(08-004),서울특별시,성북구,,서울특별시 성북구 길음동 534-9,37.60328765,127.0237397,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
길음뉴타운 버스정류장(08-003),서울특별시,성북구,,서울특별시 성북구 길음동 532-17,37.60375649,127.0242239,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
월곡뉴타운 버스정류장(08-001),서울특별시,성북구,서울특별시 성북구 동소문로 295-2,서울특별시 성북구 길음동 515,37.60675178,127.0278637,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
월곡뉴타운 버스정류장(08-002),서울특별시,성북구,서울특별시 성북구 동소문로 286,서울특별시 성북구 하월곡동 88-31,37.60581297,127.0273879,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
길음역 버스정류장(08-124),서울특별시,성북구,서울특별시 성북구 정릉로 367-2,서울특별시 성북구 돈암동 8-165,37.60227407,127.0240657,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
창문여고 버스정류장(08-102),서울특별시,성북구,서울특별시 성북구 오패산로 98-23,서울특별시 성북구 하월곡동 77-976,37.61176348,127.0359516,,일반쓰레기,서울특별시 성북구청,02-2241-4418,2025-09-01,3070000,서울특별시 성북구
